37,"Basic Clinical Skills: Urethral Catheterization",0,"","","2","H-126"
38,"Basic Clinical Skills: Urinary Care",0,"","","2","H-126"
39,"Basic Nursing Skills: Range of Motion",0,"","","1","H-126"
40,"Basic Patient Care: Comfort and Hygiene: Grooming",0,"","","1","H-126"
41,"Basic Patient Care: Comfort and Hygiene: Oral Care",0,"","","2","H-126"
42,"Body Fluids: The Critical Balance, Part 1",0,"","","2","H-126"
43,"Body Fluids: The Critical Balance, Part 2",0,"","","2","H-126"
44,"Body Mechanics: Principles and Applications",0,"","","1","H-126"
45,"Breast Health",0,"","","2","H-126"
46,"Breast Self-Exam Techniques",0,"","","1","H-126"
47,"Breast Self-Examination",0,"","","1","H-126"
48,"Burn Care Series: Emergency Burn Treatment",0,"","","1","H-126"
49,"C.O.P.D./Breathing Techniques (Personnel)",0,"","","1","H-126"
50,"Cancer and Metastasis",0,"","","1","H-126"
51,"Cardiac Emergencies",0,"","","1","H-126"
52,"Care of the Patient with Closed Chest Drainage",0,"","","1","H-126"
53,"Caring for People with Renal Impairment",0,"","","1","H-126"
54,"Caring for Persons with Dementia",0,"","","1","H-126"
55,"Case Studies in Emergency Nursing Video Series: Head and Spine Trauma",0,"","","1","H-126"
56,"Chest Drainage",0,"","","1","H-126"
57,"Child Abuse: Prevention, Detection and Management",0,"","","1","H-126"
58,"Childhood: Great Expectations",0,"","","1","H-126"
59,"Childhood: The House of Tomorrow",0,"","","1","H-126"
60,"Children Die, Too",0,"","","1","H-126"
61,"Code Blue",0,"","","1","H-126"
62,"Code: Cardiac Arrest",0,"","","1","H-126"
63,"Communicating with the Alzheimer-Type Population: The Validation Method",0,"","","1","H-126"
64,"Comprehensive NCLEX Video Review: Pediatric Nursing: Ontological/ Infectious Diseases",0,"","","1","H-126"
65,"Comprehensive NCLEX-RN Video Review: Growth and Development (Part 1)",0,"","","1","H-126"
66,"Comprehensive NCLEX-RN Video Review: Growth and Development (Part 2)",0,"","","1","H-126"
67,"Comprehensive NCLEX-RN Video Review: Maternity Nursing: Female Reproductive Nursing",0,"","","1","H-126"
68,"Comprehensive NCLEX-RN Video Review: Maternity Nursing: Gynecology",0,"","","1","H-126"
69,"Comprehensive NCLEX-RN Video Review: Maternity Nursing: Labor and Delivery",0,"","","1","H-126"
70,"Comprehensive NCLEX-RN Video Review: Maternity Nursing: Postpartal Adaptation and Nursing Assessment",0,"","","1","H-126"
71,"Comprehensive NCLEX-RN Video Review: Maternity Nursing: Reproductive Risks",0,"","","","H-126"
72,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Blood Disorders",0,"","","1","H-126"
73,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Cardiovascular Disorders",0,"","","1","H-126"
74,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Endocrine Disorders",0,"","","1","H-126"
75,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Fluids and Electrolytes",0,"","","1","H-126"
76,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Genitourinary System Disorders",0,"","","1","H-126"
77,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: GI, Hepatic, and Pancreatic Disorders (Part 1)",0,"","","1","H-126"
78,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: GI, Hepatic, and Pancreatic Disorders (Part 2)",0,"","","1","H-126"
79,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Musculoskeletal Disorders",0,"","","1","H-126"
80,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Oncology, Nursing and Burns",0,"","","1","H-126"
81,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Pre and Post Operative Care",0,"","","1","H-126"
82,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Respiratory Disorders (Part 1)",0,"","","1","H-126"
83,"Comprehensive NCLEX-RN Video Review: Medical-Surgical Nursing: Respiratory Disorders (Part 2)",0,"","","1","H-126"
84,"Comprehensive NCLEX-RN Video Review: Neurological Disorders (Part 1)",0,"","","1","H-126"
85,"Comprehensive NCLEX-RN Video Review: Neurological Disorders (Part 2)",0,"","","1","H-126"
86,"Comprehensive NCLEX-RN Video Review: Nursing Care of the Child with an Acute Illness",0,"","","1","H-126"
87,"Comprehensive NCLEX-RN Video Review: OMS, Eating Disorders, Developmental Dis., Personality Disorders, Family Violence, Child Abuse, Rape & Legal Aspects",0,"","","1","H-126"
88,"Comprehensive NCLEX-RN Video Review: Pediatric Nursing: Child Surgical Care",0,"","","1","H-126"
89,"Comprehensive NCLEX-RN Video Review: Pediatric Nursing: Children as Accident Victims",0,"","","1","H-126"
90,"Comprehensive NCLEX-RN Video Review: Pediatric Nursing: Children with Chronic Problems",0,"","","1","H-126"
91,"Comprehensive NCLEX-RN Video Review: Pediatric Nursing: Nursing Care of the Child with Congenital Anomalies",0,"","","1","H-126"
92,"Comprehensive NCLEX-RN Video Review: Psychiatric Nursing: Anxiety Disorders",0,"","","1","H-126"
93,"Comprehensive NCLEX-RN Video Review: Psychiatric Nursing: Chemical Dependence",0,"","","1","H-126"
94,"Comprehensive NCLEX-RN Video Review: Psychiatric Nursing: Defense Mechanisms",0,"","","1","H-126"
95,"Comprehensive NCLEX-RN Video Review: Psychiatric Nursing: Introduction to Psychiatric Nursing",0,"","","1","H-126"
96,"Comprehensive NCLEX-RN Video Review: Psychiatric Nursing: Mood Disorders",0,"","","1","H-126"
97,"Comprehensive NCLEX-RN Video Review: Psychiatric Nursing: Schizophrenia/ Paranoid Behavior",0,"","","1","H-126"
98,"Comprehensive NCLEX/CAT-RN Video Review: Maternity Nursing: Female Reproductive Nursing",0,"","","1","H-126"
99,"Comprehensive NCLEX/CAT-RN Video Review: Maternity Nursing: Gynecology",0,"","","1","H-126"
100,"Comprehensive NCLEX/CAT-RN Video Review: Maternity Nursing: Labor and Delivery",0,"","","1","H-126"
101,"Comprehensive NCLEX/CAT-RN Video Review: Maternity Nursing: Newborn/High Risk Newborn",0,"","","1","H-126"
102,"Comprehensive NCLEX/CAT-RN Video Review: Maternity Nursing: Postpartal Adaptation and Nursing Assessment",0,"","","1","H-126"
103,"Comprehensive NCLEX/CAT-RN Video Review: Maternity Nursing: Reproductive Risks",0,"","","1","H-126"
104,"Comprehensive NCLEX/CAT-RN Video Review: Psychiatric Nursing: Introduction to Psychiatric Nursing",0,"","","1","H-126"
105,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Blood Disorders",0,"","","1","H-126"
106,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Cardiovascular Disorders",0,"","","1","H-126"
107,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Endocrine Disorders",0,"","","1","H-126"
108,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Fluids and Electrolytes",0,"","","1","H-126"
109,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Genitourinary System Disorders",0,"","","1","H-126"
110,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: GI, Hepatic & Pancreatic, Part 1",0,"","","1","H-126"
111,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: GI, Hepatic & Pancreatic, Part 2",0,"","","1","H-126"
112,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Musculoskeletal Disorders",0,"","","1","H-126"
113,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Neurological Disorders (Part 1)",0,"","","1","H-126"
114,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Neurological Disorders (Part 2)",0,"","","1","H-126"
115,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Oncology Nursing and Burns",0,"","","1","H-126"
116,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Pre and Post Operative Care",0,"","","1","H-126"
117,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Respiratory Disorders, Part 1",0,"","","1","H-126"
118,"Comprehensive NCLEX/CAT-RN: Medical-Surgical Nursing: Respiratory Disorders, Part 2",0,"","","1","H-126"
119,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Child Surgical Care",0,"","","1","H-126"
120,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Children as Accident Victims",0,"","","1","H-126"
121,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Children with Chronic Problems",0,"","","1","H-126"
122,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Growth and Development (Part 1)",0,"","","1","H-126"
123,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Growth and Development (Part 2)",0,"","","1","H-126"
124,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Nursing Care of the Child with an Acute Illness",0,"","","1","H-126"
125,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Nursing Care of the Child with Congenital Anomalies",0,"","","1","H-126"
126,"Comprehensive NCLEX/CAT-RN: Pediatric Nursing: Oncological/Infectious Diseases",0,"","","1","H-126"
127,"Comprehensive NCLEX/CAT-RN: Psychiatric Nursing: Anxiety Disorders",0,"","","1","H-126"
128,"Comprehensive NCLEX/CAT-RN: Psychiatric Nursing: Chemical Dependency Behavior",0,"","","1","H-126"
129,"Comprehensive NCLEX/CAT-RN: Psychiatric Nursing: Defense Mechanisms",0,"","","1","H-126"
130,"Comprehensive NCLEX/CAT-RN: Psychiatric Nursing: Mood Disorders Behavior",0,"","","1","H-126"
131,"Comprehensive NCLEX/CAT-RN: Psychiatric Nursing: OMD, Eating Disorders, Developmental Disabilities, Personality Disorders, Family Violence, (con't)",0,"","","1","H-126"
132,"Comprehensive NCLEX/CAT-RN: Psychiatric Nursing: Schizophrenia/Paranoid Behavior",0,"","","1","H-126"
133,"Contraceptive Options",0,"","","1","H-126"
134,"Coronary Artery Disease: A Nursing Perspective: Assessment and Care of Patients with Angina",0,"","","1","H-126"
135,"Coronary Artery Disease: A Nursing Perspective: Bypass Surgery: D.O.S.  and Postoperative Care",0,"","","1","H-126"
136,"Coronary Artery Disease: A Nursing Perspective: Cardiac Rehabilitation and Lifestyle Management",0,"","","1","H-126"
137,"Coronary Artery Disease: A Nursing Perspective: Coronary Angiogram and Nonsurgial interventions",0,"","","1","H-126"
138,"Counseling Patients with Vaginal Yeast Infection***",0,"","","1","H-126"
139,"Critical Care Skills for the Med/Surg Nurse: Chest Tube Drainage",0,"","","","H-126"
140,"Critical Care Skills for the Med/Surg Nurse: Multi-lumen Infusion Catheters",0,"","","1","H-126"
141,"Critical Thinking and Intuition in Nursing Practice",0,"","","1","H-126"
142,"Critical Thinking and Intuition in Nursing Practice (Part I)",0,"","","1","H-126"
143,"Critical Thinking and Intuition in Nursing Practice (Part II)",0,"","","1","H-126"
144,"Critical Thinking and the Human Emotions",0,"","","1","H-126"
145,"Critical Thinking in Nursing: Attending to Cues",0,"","","1","H-126"
146,"Critical Thinking in Nursing: Creative Problem Solving",0,"","","1","H-126"
147,"Critical Thinking in Nursing: Diagnostic Reasoning",0,"","","1","H-126"
148,"Critical Thinking in Nursing: Diagnostic Strategies",0,"","","1","H-126"
149,"Critical Thinking in Nursing: Nursing Process",0,"","","1","H-126"
150,"Cross Training for Obstetrical Nursing Staff: Program 1, Antepartum Care",0,"","","1","H-126"
151,"Cross Training for Obstetrical Nursing Staff: Program 2, Intrapartal Care",0,"","","1","H-126"
152,"Cross Training for Obstetrical Nursing Staff: Program 3, Postpartum Care",0,"","","2","H-126"
153,"Cross Training for Obstetrical Nursing Staff: Program 4, Preterm Labor and Third Trimester Bleeding***",0,"","","1","H-126"
154,"Cross Training for Obstetrical Nursing Staff: Program 5, Diabetes in Pregnancy",0,"","","1","H-126"
155,"Cross Training for Obstetrical Nursing Staff: Program 6, Pregnancy Induced Hypertension",0,"","","1","H-126"
156,"Cross-Training for Obstetrical Nursing Staff: Home Follow-up of Early Postpartum Discharge Families",0,"","","1","H-126"
157,"Cross-Training for Obstetrical Nursing Staff: Newborn Assessment",0,"","","1","H-126"
158,"Dealing With Alzheimer's Disease",0,"","","1","H-126"
159,"Death",0,"","","1","H-126"
160,"Decubitus Ulcers: Local Application of Heat and Cold",0,"","","1","H-126"
161,"Detecting and Managing I.V. Therapy Problems",0,"","","2","H-126"
162,"Diabetic Emergencies",0,"","","1","H-126"
163,"Dialysis: Hemodialysis",0,"","","1","H-126"
164,"Dialysis: Peritoneal Dialysis",0,"","","1","H-126"
165,"Discharge Planning...Whose Job is It?",0,"","","1","H-126"
166,"Endocrine System and Patient Care: An Overview of Endocrine Physiology",0,"","","1 (series of 7)","H-126"
167,"Endocrine System and Patient Care: Clinical Applications",0,"","","1 (series of 7)","H-126"
168,"Endocrine System and Patient Care: Regulation of Calcium",0,"","","1","H-126"
169,"Endocrine System and Patient Care: Regulation of Metabolism: Glucocorticoids",0,"","","1","H-126"
170,"Endocrine System and Patient Care: Regulation of Metabolism: Thyroid Hormones, Part 1",0,"","","","H-126"
171,"Endocrine System and Patient Care: Regulation of Sodium and Water",0,"","","1","H-126"
172,"Endocrine System and Patient Care: Thyroid Hormones: Part 2",0,"","","1","H-126"
173,"Essentials of Electronic Fetal Monitoring, 2nd ed.: Applying Technology",0,"","","1","H-126"
174,"Essentials of Electronic Fetal Monitoring, 2nd ed.: Interpreting and Tracing",0,"","","1","H-126"
175,"Establishing Competence with NCLEX Using CAT",0,"","","1","H-126"
176,"Eye Emergency",0,"","","1","H-126"
177,"Fluids and Electrolytes (Medical-Surgical Nursing) The Meds Comprehensive NCLEX-RN Video Review",0,"","","1","H-126"
178,"Focus on NCLEX Video Review, Sally Langerquist, RN, MS",0,"","","1","H-126"
179,"From Victim to Survivor: Managing the Patient with Burns",0,"","","1","H-126"
180,"Gastric and Gastrointestinal Decompression",0,"","","3","H-126"
181,"Gestational Age Assessment",0,"","","1","H-126"
182,"Healthy Ways, Healthy Days (An Easy Walking Program for People with Type II Diabetes)",0,"","","1","H-126"
183,"Hello Baby!",0,"","","1","H-126"
184,"High Tech Skills in Nursing: Patient-Controlled Analgesia: A Nurses Perspective",0,"","","1","H-126"
185,"High Tech Skills in Nursing: Pulse Oximetry",0,"","","1","H-126"
186,"Home Before You Know It",0,"","","1","H-126"
187,"Hospital Based Care Management: Economics of Health Care",0,"","","","H-126"
188,"Hospital Based Care Management: Managed Care in the Acute Care Setting",0,"","","1","H-126"
189,"Human Development: (The First 2-1/2 Years) Cognitive Development",0,"","","1","H-126"
190,"Human Development: (The First 2-1/2 Years) Language Development",0,"","","1","H-126"
191,"Identifying Cardiac Dysrhythmias",0,"","","1","H-126"
192,"Infection Control and Standard Precautions: New Guidelines for Healthcare Professionals",0,"","","1","H-126"
193,"Infection Control: Basic Sterile Technique",0,"","","","H-126"
194,"Inside My Mom",0,"","","","H-126"
195,"Inside Our Human Body: The Kidneys",0,"","","1","H-126"
196,"Introduction to Computerized Adaptive Testing (CAT) for NCLEX",0,"","","1","H-126"
197,"Key Concepts to Know for NCLEX-RN",0,"","","1","H-126"
198,"Managing Your Asthma",0,"","","1","H-126"
199,"Medicating the Elderly",0,"","","1","H-126"
200,"Medications: Administration and Absorption",0,"","","3","H-126"
201,"Memories (grieving)",0,"","","1","H-126"
202,"Mock Code***",0,"","","","H-126"
203,"Modern Management of Pressure Ulcers",0,"","","3","H-126"
204,"Mom Care: New Directions in Women's Health Care)***",0,"","","1","H-126"
205,"Nasogastric Intubation & Nutrition Management: Anatomy, Physiology and Equipment",0,"","","1","H-126"
206,"Nasogastric Intubation & Nutrition Management: Intubation",0,"","","1","H-126"
207,"Nasogastric Intubation & Nutrition Management: Nasoenteric Care",0,"","","1","H-126"
208,"Nasogastric Intubation & Nutrition Management: Percutaneous Endoscopic Feeding Tubes",0,"","","1","H-126"
209,"NCLEX Using CAT: A Candidate's Viewpoint",0,"","","1","H-126"
210,"NCLEX-PN Review Course by Video - Tape 1: Testtaking Skills (Pharmacology)",0,"","","","H-126"
211,"NCLEX-PN Review Course by Video - Tape 2: Nutrition - Mental Health - Adult Health - Adult Nursing (Postoperative care)",0,"","","1","H-126"
212,"NCLEX-PN Review Course by Video - Tape 3: Adult Nursing (Specific care concepts through Anemia)",0,"","","1","H-126"
213,"NCLEX-PN Review Course by Video - Tape 4: Adult Nursing (Leukemia through Cancer of Uterus)",0,"","","1","H-126"
214,"NCLEX-PN Review Course by Video - Tape 5: Adult Nursing (AIDS) through Maternity Nursing (complications in Pregnancy)",0,"","","1","H-126"
215,"NCLEX-PN Review Course by Video - Tape 6: Maternity Nursing (labor process through growth and development ages 4-5 years)",0,"","","1","H-126"
216,"NCLEX-PN Review Course by Video - Tape 7: Nursing of Children (School age through communicable diseases)",0,"","","1","H-126"
217,"Neurological Assessment of the Pediatric Patient",0,"","","1","H-126"
218,"Neurological Assessment: Cerebellar Function; Motor Function; Reflexes and Sensory Perception",0,"","","1","H-126"
219,"Neurological Assessment: Cranial Nerves",0,"","","1","H-126"
220,"Neurological Deficits",0,"","","1","H-126"
221,"Newborn Care: A Period of Adjustment (New Directions in Women's Health Care)",0,"","","1","H-126"
222,"Nursing Care of Patients with Casts - Part 1: Purpose, Types, Applications, and Removal",0,"","","1","H-126"
223,"Nursing Care of Patients with Casts - Part 2: Nursing Care and Documentation",0,"","","1","H-126"
224,"Nursing Care of the New Family: Ineffective Breastfeeding",0,"","","1","H-126"
225,"Nursing Care of the New Family: Kowledge Deficit Infant Care",0,"","","1","H-126"
226,"Nursing Care of the New Family: Nursing Assessment of the Postpartum Patient",0,"","","1","H-126"
227,"Nursing Diagnosis and Care Planning, Practical Applications, Part 1 (Program 144.4)",0,"","","1","H-126"
228,"Nursing Diagnosis and Care Planning, Practical Applications, Part 2 (Program 144.5)",0,"","","1","H-126"
229,"Nursing Diagnosis and Care Planning: The Diagnostic Statement and Implementation",0,"","","1","H-126"
230,"Nursing Diagnosis and Care Planning: The What and Why of Nursing Diagnosis",0,"","","1","H-126"
231,"Nursing Diagnosis and Care Planning: The Workup and NANDA Nomenclature",0,"","","1","H-126"
232,"Nursing Management of Dermal Ulcers",0,"","","1","H-126"
233,"Nursing Management of Diabetes in Adults",0,"","","1","H-126"
234,"Nursing's Response to the Health Needs of the Hmong",0,"","","1","H-126"
235,"Orthopedic Assessment",0,"","","1","H-126"
236,"Ostomy Care (REVISED)",0,"","","1","H-126"
237,"Oxygen Administration",0,"","","1","H-126"
238,"Parenteral Medication Administration: Equipment Preparation",0,"","","1","H-126"
239,"Parenteral Medication Administration: Preparing Medication from a Vial",0,"","","1","H-126"
240,"Parenteral Medication Administration: Preparing Medication from an Ampule",0,"","","1","H-126"
241,"Parenteral Medication Administration: Site Selection and Injection Techniques",0,"","","1","H-126"
242,"Parkinson's Disease @Challenges of Early Diagnosis@",0,"","","1","H-126"
243,"Pathophyiology for Nurses: Heart Failure and Pulmonary Edema",0,"","","2","H-126"
244,"Pathophysiology for Nurses: Acute and Chronic Renal Failure",0,"","","1","H-126"
245,"Pathophysiology for Nurses: Asthma, Emphysema, and Chronic Bronchitis",0,"","","1","H-126"
246,"Pathophysiology for Nurses: Asthma, Emphysema, and Chronic Bronchitis",0,"","","1","H-126"
247,"Pathophysiology for Nurses: Coronary Artery Disease and Angina Pectoris",0,"","","2","H-126"
248,"Pathophysiology for Nurses: Diabetes Mellitus",0,"","","1","H-126"
249,"Pathophysiology for Nurses: Hypertension",0,"","","","H-126"
250,"Pathophysiology for Nurses: Hypertension",0,"","","2","H-126"
251,"Pathophysiology for Nurses: Myocardial Infarction",0,"","","1","H-126"
252,"Pediatric Assessment (Program 2): Integumentary System, Lymph System, Head and Neck",0,"","","","H-126"
253,"Pediatric Assessment (Program 3): Eyes and Ears, Nose and Throat",0,"","","1","H-126"
254,"Pediatric Assessment (Program 4): Chest and Abdomen, Heart and Lungs",0,"","","1","H-126"
255,"Pediatric Assessment (Program 5): Genitalia and Spine, Extremities and Muscles",0,"","","1","H-126"
256,"Pediatric Nursing Video Series: Communicating with Children and Families",0,"","","1","H-126"
257,"Pediatric Nursing Video Series: Family-Centered Care",0,"","","1","H-126"
258,"Pediatric Nursing Video Series: Growth and Development",0,"","","1","H-126"
259,"Pediatric Nursing Video Series: Medications and Injections",0,"","","1","H-126"
260,"Pediatric Nursing Video Series: Pain Assessment and Management",0,"","","1","H-126"
261,"Pediatric Nursing Video Series: Pediatric Assessment",0,"","","1","H-126"
262,"Pediatrics (Physical Care): Physical Differences",0,"","","1","H-126"
263,"Physical Assessment of the Frail Elderly",0,"","","4","H-126"
264,"Physical Assessment of the Normal Newborn, 2nd Ed.",0,"","","1","H-126"
265,"Physical Assessment: Foundation for Data Collection",0,"","","1","H-126"
266,"Physical Assessment: The Abdomen",0,"","","1","H-126"
267,"Physical Assessment: The Female Reproductive System",0,"","","1","H-126"
268,"Physical Assessment: The Head and Neck",0,"","","?","H-126"
269,"Physical Assessment: The Heart",0,"","","1","H-126"
270,"Physical Assessment: The Integumentary System (Updated)",0,"","","2","H-126"
271,"Physical Assessment: The Lungs",0,"","","1","H-126"
272,"Physical Assessment: The Male Reproductive System",0,"","","1","H-126"
273,"Physical Assessment: The Musculoskeletal",0,"","","1","H-126"
274,"Physical Assessment: The Neurologic System",0,"","","1","H-126"
275,"Picture of Health: Befuddled About Breast Screening?",0,"","","1","H-126"
276,"Practical Skills in Physical Assessment",0,"","","2","H-126"
277,"Premarin: What Every Woman Should Know About Estrogen",0,"","","2","H-126"
278,"Pressure Ulcers in Adults: Prediction and Prevention",0,"","","1","H-126"
279,"Psychosocial Nursing Diagnoses I: Descriptions and Interventions: Focus on Altered Family Processes",0,"","","1","H-126"
280,"Psychosocial Nursing Diagnoses I: Descriptions and Interventions: Focus on Hopelessness",0,"","","1","H-126"
281,"Psychosocial Nursing Diagnoses I: Descriptions and Interventions: Focus on Powerlessness",0,"","","1","H-126"
282,"Psychotropics in Long Term Care Facilities (OBRA/HCFA Guidelines)",0,"","","1","H-126"
283,"Range of Motion Exercises: Theory and Practice",0,"","","1","H-126"
284,"Reading EKGs",0,"","","1","H-126"
285,"Reproduction: A Human Lie Emerges",0,"","","1","H-126"
286,"Restraint/Non-Resetraint: Part 1: Changing Attitudes",0,"","","1","H-126"
287,"Restraint/Non-restraint: Part 2: Assessment and Alternatives",0,"","","2","H-126"
288,"RK: Treating Nearsightedness in the '90s",0,"","","1","H-126"
289,"RN Update: IV Medications",0,"","","1","H-126"
290,"RN Update: IV Therapy",0,"","","1","H-126"
291,"Safer Infusion Therapy: Pediatrics",0,"","","","H-126"
292,"Safety First: Universal Precautions***",0,"","","1","H-126"
293,"Search: The Art of Observation in Pediatrics",0,"","","1","H-126"
294,"Sentimental Women Need Not Apply (History of the American Nurse)",0,"","","","H-126"
295,"Sleep Disorders",0,"","","2","H-126"
296,"Some Leaders Are Born Women, Sarah Weddington, JD",0,"","","1","H-126"
297,"Sounds of Anger: Echoes of Fear",0,"","","?","H-126"
298,"Stress Management While Studying",0,"","","1","H-126"
299,"Stress Reduction Strategies that Really Work",0,"","","2","H-126"
300,"Study Skills for Nursing Students",0,"","","1","H-126"
301,"Successful Test-taking Techniques, Sally Langerquist, RN, MS",0,"","","1","H-126"
302,"Survival Skills for Diabetic Children",0,"","","1","H-126"
303,"Suspicious Client",0,"","","?","H-126"
304,"TB or Not TB: New Guidelines for Prevention and Treatment",0,"","","1","H-126"
305,"Testicular Self-Examination",0,"","","1","H-126"
306,"The ABC's of Test-Wiseness, Sally Langerquist, RN, MS",0,"","","1","H-126"
307,"The Comprehensive NCLEX Video Review Series: Psychiatric Nursing (Pt. 2) Defense Mechanisms",0,"","","1","H-126"
308,"The Comprehensive NCLEX Video Review Series: Psychiatric Nursing (Pt. 3) Anxiety Disorders",0,"","","1","H-126"
309,"The Comprehensive NCLEX Video Review Series: Psychiatric Nursing (Pt. 5) Mood Disorders",0,"","","1","H-126"
310,"The Comprehensive NCLEX Video Review Series: Psychiatric Nursing (Pt. 7) OMS, Eating, Violence, Legal",0,"","","1","H-126"
311,"The Comprehensive NCLEX-RN Video Review Series: Psychiatric Nursing",0,"","","1","H-126"
312,"The Comprehensive NCLEX-RN Video Review Series: Psychiatric Nursing (Pt. 5) Schizophrenia",0,"","","2","H-126"
313,"The Developing Child: Prenatal Development: A Life in the Making",0,"","","1","H-126"
314,"The Doctor Is In...Kidney Disease",0,"","","","H-126"
315,"The Fall of Freddie the Leaf",0,"","","4","H-126"
316,"The Human Body Series: Circulatory and Respiratory Systems",0,"","","1","H-126"
317,"The Human Body Series: Digestive System",0,"","","1","H-126"
318,"The Human Body Series: Muscular and Skeletal Systems",0,"","","1","H-126"
319,"The Human Body Series: Nervous System",0,"","","1","H-126"
320,"The Human Body: Cells: Networks of Cooperation***",0,"","","2","H-126"
321,"The Human Body: Hormones***",0,"","","1","H-126"
322,"The Human Body: Our Immune System",0,"","","1","H-126"
323,"The Human Body: The Autonomic Nervous System***",0,"","","1","H-126"
324,"The Human Body: The Heart***",0,"","","1","H-126"
